Name,Description,final_model_importance,mean_outer_fold_importance,outer_folds_used
ENSG00000109971.13,HSPA8,0.0,0.0,0
ENSG00000109944.10,C11orf63,0.0,0.0,0
ENSG00000109943.8,CRTAM,0.0,0.0,0
ENSG00000154127.9,UBASH3B,0.0,0.0,0
ENSG00000259571.1,BLID,0.0,0.0,0
ENSG00000149564.11,ESAM,0.0,0.0,0
ENSG00000120458.10,MSANTD2,0.0,0.0,0
ENSG00000279342.2,RP11-677M14.8,0.0,0.0,0
ENSG00000254509.1,RP11-677M14.6,0.0,0.00044871168,1
ENSG00000064309.14,CDON,0.0,0.0,0
ENSG00000110060.8,PUS3,0.0,0.0,0
ENSG00000198331.10,HYLS1,0.0,0.0,0
ENSG00000149554.12,CHEK1,0.0,0.0,0
ENSG00000134910.12,STT3A,0.0,0.00019142825,1
ENSG00000149547.14,EI24,0.0,0.0,0
ENSG00000149557.12,FEZ1,0.0,0.0,0
ENSG00000165495.15,PKNOX2,0.0,0.0,0
ENSG00000150433.9,TMEM218,0.0,0.0,0
ENSG00000134955.11,SLC37A2,0.0,0.0,0
ENSG00000149548.14,CCDC15,0.0,0.0,0
ENSG00000165478.6,HEPACAM,0.0,0.0,0
ENSG00000254943.1,RP11-664I21.6,0.0,0.0,0
ENSG00000154133.14,ROBO4,0.0,0.0,0
ENSG00000154134.14,ROBO3,0.0,0.0,0
ENSG00000120647.9,CCDC77,0.0,0.0,0
ENSG00000139044.10,B4GALNT3,0.0,0.0,0
ENSG00000171840.11,NINJ2,0.0,0.0,0
ENSG00000139190.16,VAMP1,0.0,0.0,0
ENSG00000010295.19,IFFO1,0.0,0.0,0
ENSG00000269968.1,RP5-940J5.9,0.0,0.0,0
ENSG00000111640.14,GAPDH,0.0,0.0,0
ENSG00000276232.1,SCARNA10,0.0,0.0,0
ENSG00000239002.3,SCARNA10,0.0,0.0,0
ENSG00000010292.12,NCAPD2,0.0,0.0,0
ENSG00000111639.7,MRPL51,0.0,0.0,0
ENSG00000139192.11,TAPBPL,0.0,0.0,0
ENSG00000060237.16,WNK1,0.0,0.0,0
ENSG00000139193.3,CD27,0.0,0.0,0
ENSG00000215039.6,CD27-AS1,0.0,0.0,0
ENSG00000213942.3,RP1-102E24.1,0.0,0.0,0
ENSG00000111321.10,LTBR,0.0,0.0,0
ENSG00000111319.12,SCNN1A,0.0,0.0,0
ENSG00000067182.7,TNFRSF1A,0.0,0.0,0
ENSG00000008323.15,PLEKHG6,0.0,0.0,0
ENSG00000111641.11,NOP2,0.0,0.0,0
ENSG00000111642.14,CHD4,0.0,0.0,0
ENSG00000247853.2,RP5-940J5.6,0.0,0.0,0
ENSG00000251898.1,SCARNA11,0.0,0.0,0
ENSG00000111669.14,TPI1,0.0,0.0,0
ENSG00000111667.13,USP5,0.0,0.0,0
ENSG00000111665.11,CDCA3,0.0,0.0,0
ENSG00000111664.10,GNB3,0.0,0.0,0
ENSG00000110811.19,P3H3,0.0,0.0,0
ENSG00000250510.7,GPR162,0.0,0.0,0
ENSG00000010610.9,CD4,0.0,0.0,0
ENSG00000089692.8,LAG3,0.0,0.0,0
ENSG00000089693.10,MLF2,0.0,0.0,0
ENSG00000111652.9,COPS7A,0.0,0.0,0
ENSG00000126746.17,ZNF384,0.0,0.0,0
ENSG00000219410.5,RP4-761J14.8,0.0,0.0,0
ENSG00000111653.19,ING4,0.0,0.0,0
ENSG00000111644.7,ACRBP,0.0,0.0,0
ENSG00000184574.9,LPAR5,0.0,0.0,0
ENSG00000010278.12,CD9,0.0,0.0,0
ENSG00000110799.13,VWF,0.0,0.0,0
ENSG00000047617.14,ANO2,0.0,0.0,0
ENSG00000171792.10,RHNO1,0.0,0.0,0
ENSG00000283297.1,RP4-816N1.8,0.0,0.0,0
ENSG00000053702.14,NRIP2,0.0,0.0,0
ENSG00000111203.11,ITFG2,0.0,0.0,0
ENSG00000258092.1,RP4-816N1.7,0.0,0.0,0
ENSG00000258325.2,RP4-816N1.6,0.0,0.0,0
ENSG00000004478.7,FKBP4,0.0,0.0,0
ENSG00000246627.6,CACNA1C-AS1,0.0,0.0,0
ENSG00000151067.21,CACNA1C,0.0,0.0,0
ENSG00000151065.13,DCP1B,0.0,0.0,0
ENSG00000243663.1,RPS4XP14,0.0,0.0,0
ENSG00000006831.9,ADIPOR2,0.0,0.0,0
ENSG00000171823.6,FBXL14,0.0,0.0,0
ENSG00000111186.12,WNT5B,0.0,0.0,0
ENSG00000082805.19,ERC1,0.0,0.0,0
ENSG00000002016.17,RAD52,0.0,0.0,0
ENSG00000111206.12,FOXM1,0.0,0.0,0
ENSG00000078246.16,TULP3,0.0,0.0,0
ENSG00000185652.11,NTF3,0.0,0.0,0
ENSG00000197905.8,TEAD4,0.0,0.0,0
ENSG00000130037.4,KCNA5,0.0,0.0,0
ENSG00000139180.10,NDUFA9,0.0,0.0,0
ENSG00000010219.13,DYRK4,0.0,0.0,0
ENSG00000111247.14,RAD51AP1,0.0,0.0,0
ENSG00000047621.11,C12orf4,0.0,0.0,0
ENSG00000213970.3,RP11-264F23.1,0.0,0.0,0
ENSG00000078237.6,TIGAR,0.0,0.0,0
ENSG00000118971.7,CCND2,0.0,0.0,0
ENSG00000256164.1,CCND2-AS1,0.0,0.0,0
ENSG00000118976.5,OTUD4P1,0.0,0.0,0
ENSG00000111224.13,PARP11,0.0,0.0,0
ENSG00000130038.9,CRACR2A,0.0,0.0,0
ENSG00000227081.5,RP11-543P15.1,0.0,0.0,0
ENSG00000011105.12,TSPAN9,0.0,0.0,0
ENSG00000234589.4,RP11-253E3.1,0.0,0.0,0
ENSG00000205707.10,ETFRF1,0.0,0.0,0
ENSG00000123094.15,RASSF8,0.0,0.0,0
ENSG00000155980.11,KIF5A,0.0,0.0,0
ENSG00000197111.15,PCBP2,0.0,0.0,0
ENSG00000257550.1,RP11-793H13.3,0.0,0.0,0
ENSG00000170653.18,ATF7,0.0,0.0,0
ENSG00000139574.8,NPFF,0.0,0.0,0
ENSG00000139546.10,TARBP2,0.0,0.0,0
ENSG00000139625.12,MAP3K12,0.0,0.0,0
ENSG00000273658.1,uc_338,0.0,0.0,0
ENSG00000282977.1,PCBP2-OT1,0.0,0.0,0
ENSG00000205352.10,PRR13,0.0,0.0,0
ENSG00000139626.15,ITGB7,0.0,0.0,0
ENSG00000185591.9,SP1,0.0,0.0,0
ENSG00000170374.5,SP7,0.0,0.0,0
ENSG00000094914.12,AAAS,0.0,0.0,0
ENSG00000139637.13,C12orf10,0.0,0.0,0
ENSG00000257605.2,RP11-680A11.5,0.0,0.0,0
ENSG00000135476.11,ESPL1,0.0,0.0,0
ENSG00000182544.8,MFSD5,0.0,0.0,0
ENSG00000135390.17,ATP5G2,0.0,0.0,0
ENSG00000012822.15,CALCOCO1,0.0,0.0029195354,1
ENSG00000180818.4,HOXC10,0.0,0.0034021798,3
ENSG00000197757.7,HOXC6,0.0,8.480904e-05,1
ENSG00000123360.11,PDE1B,0.0,0.0,0
ENSG00000123338.12,NCKAP1L,0.0,0.0,0
ENSG00000170627.10,GTSF1,0.0,0.0,0
ENSG00000161638.10,ITGA5,0.0,0.0,0
ENSG00000161642.17,ZNF385A,0.0,5.545477e-05,1
ENSG00000139572.3,GPR84,0.0,0.0,0
ENSG00000199122.3,MIR148B,0.0,0.0,0
ENSG00000111481.9,COPZ1,0.0,0.0,0
ENSG00000135486.17,HNRNPA1,0.0,0.0,0
ENSG00000094916.15,CBX5,0.0,0.0,0
ENSG00000123415.15,SMUG1,0.0,0.0,0
ENSG00000172789.3,HOXC5,0.0,0.0,0
ENSG00000198353.7,HOXC4,0.0,0.0,0
ENSG00000037965.5,HOXC8,0.0,0.0,0
ENSG00000180806.4,HOXC9,0.0,0.0,0
ENSG00000172819.16,RARG,0.0,0.0,0
ENSG00000139651.10,ZNF740,0.0,0.0,0
ENSG00000110934.10,BIN2,0.0,0.0,0
ENSG00000123358.19,NR4A1,0.0,0.0,0
ENSG00000257671.1,KRT7-AS,0.0,8.842918e-05,1
ENSG00000135480.15,KRT7,0.0,0.0,0
ENSG00000167767.13,KRT80,0.0,0.0,0
ENSG00000257542.4,OR7E47P,0.0,0.0,0
ENSG00000257663.1,RP11-1100L3.7,0.0,0.0,0
ENSG00000123395.14,ATG101,0.0,0.0,0
ENSG00000259884.1,RP11-1100L3.8,0.0,0.0,0
ENSG00000161835.10,GRASP,0.0,0.0,0
ENSG00000257808.1,RP11-1136G11.8,0.0,0.0,0
ENSG00000135503.12,ACVR1B,0.0,0.0,0
ENSG00000139567.12,ACVRL1,0.0,0.0,0
ENSG00000261308.2,FIGNL2,0.0,0.0,0
ENSG00000260122.1,RP11-923I11.3,0.0,0.0001798169,1
ENSG00000257851.2,HNRNPA3P10,0.0,0.0,0
ENSG00000196876.15,SCN8A,0.0,0.0,0
ENSG00000050438.16,SLC4A8,0.0,0.0,0
ENSG00000170442.11,KRT86,0.0,0.0,0
ENSG00000135477.11,KRT87P,0.0,0.0,0
ENSG00000205426.10,KRT81,0.0,0.0,0
ENSG00000170523.3,KRT83,0.0,0.0,0
ENSG00000139631.18,CSAD,0.0,0.0,0
ENSG00000167779.7,IGFBP6,0.0,0.0,0
ENSG00000167778.8,SPRYD3,0.0,6.40881e-05,1
ENSG00000111077.17,TNS2,0.0,0.0,0
ENSG00000257337.6,RP11-983P16.4,0.0,0.0,0
ENSG00000063046.17,EIF4B,0.0,0.0,0
ENSG00000111057.10,KRT18,0.0,0.0,0
ENSG00000170421.12,KRT8,0.0,0.0,0
ENSG00000170423.12,KRT78,0.0,0.0008553377,2
ENSG00000170477.12,KRT4,0.0,0.0,0
ENSG00000167768.4,KRT1,0.0,0.0,0
ENSG00000186081.11,KRT5,0.0,0.0,0
ENSG00000205420.10,KRT6A,0.0,0.0,0
ENSG00000170465.9,KRT6C,0.0,0.0,0
ENSG00000185479.5,KRT6B,0.0,0.0,0
ENSG00000135447.16,PPP1R1A,0.0,0.0,0
ENSG00000172551.10,MUCL1,0.0,0.0,0
ENSG00000135426.15,TESPA1,0.0,0.0,0
ENSG00000257576.1,HSPD1P4,0.0,0.0,0
ENSG00000198056.13,PRIM1,0.0,0.0,0
ENSG00000196531.10,NACA,0.0,0.0,0
ENSG00000110958.15,PTGES3,0.0,0.0,0
ENSG00000207031.1,SNORD59A,0.0,0.0,0
ENSG00000110955.8,ATP5B,0.0,0.0,0
ENSG00000076108.11,BAZ2A,0.0,0.0,0
ENSG00000076067.12,RBMS2,0.0,0.0,0
ENSG00000135423.12,GLS2,0.0,0.0,0
ENSG00000179899.8,PHC1P1,0.0,0.0,0
ENSG00000176422.13,SPRYD4,0.0,0.0,0
ENSG00000111602.11,TIMELESS,0.0,0.0,0
ENSG00000175336.9,APOF,0.0,0.0,0
ENSG00000170581.13,STAT2,0.0,0.0,0
ENSG00000110944.8,IL23A,0.0,0.0,0
ENSG00000135473.14,PAN2,0.0,0.0,0
ENSG00000257727.5,CNPY2,0.0,0.0,0
ENSG00000025423.11,HSD17B6,0.0,0.0,0
ENSG00000166860.2,ZBTB39,0.0,0.0,0
ENSG00000166866.12,MYO1A,0.0,0.0,0
ENSG00000166881.9,NEMP1,0.0,0.0,0
ENSG00000175203.15,DCTN2,0.0,0.0,0
ENSG00000166987.14,MBD6,0.0,0.0,0
ENSG00000208028.1,MIR616,0.0,0.0,0
ENSG00000175197.11,DDIT3,0.0,0.0,0
ENSG00000166986.14,MARS,0.0,0.0,0
ENSG00000123329.17,ARHGAP9,0.0,0.0,0
ENSG00000111087.9,GLI1,0.0,0.0,0
ENSG00000179912.20,R3HDM2,0.0,0.0,0
ENSG00000185633.10,NDUFA4L2,0.0,0.0,0
ENSG00000182199.10,SHMT2,0.0,0.0,0
ENSG00000182379.9,NXPH4,0.0,0.0,0
ENSG00000259125.1,LRP1-AS,0.0,0.0,0
ENSG00000123384.13,LRP1,0.0,0.0,0
ENSG00000166888.11,STAT6,0.0,0.0,0
ENSG00000166886.12,NAB2,0.0,0.0,0
ENSG00000062485.18,CS,0.0,0.0,0
ENSG00000258260.1,RP11-977G19.14,0.0,0.0,0
ENSG00000135469.13,COQ10A,0.0,0.0,0
ENSG00000237493.3,RP11-603J24.7,0.0,0.0,0
ENSG00000258554.1,RP11-973D8.4,0.0,0.0,0
ENSG00000123374.10,CDK2,0.0,0.0,0
ENSG00000185664.14,PMEL,0.0,0.0,0
ENSG00000065357.19,DGKA,0.0,0.0,0
ENSG00000170473.16,PYM1,0.0,0.0,0
ENSG00000123342.15,MMP19,0.0,0.0,0
ENSG00000182796.13,TMEM198B,0.0,0.0,0
ENSG00000135392.15,DNAJC14,0.0,0.0,0
ENSG00000123353.9,ORMDL2,0.0,0.0,0
ENSG00000205323.8,SARNP,0.0,0.0,0
ENSG00000135414.9,GDF11,0.0,0.0,0
ENSG00000135404.11,CD63,0.0,0.0,0
ENSG00000135437.9,RDH5,0.0,0.0,0
ENSG00000135441.7,BLOC1S1,0.0,0.0,0
ENSG00000170439.6,METTL7B,0.0,0.0,0
ENSG00000111540.15,RAB5B,0.0,0.0,0
ENSG00000139531.12,SUOX,0.0,0.0,0
ENSG00000139645.9,ANKRD52,0.0,0.0,0
ENSG00000197728.9,RPS26,0.0,0.0,0
ENSG00000139540.11,SLC39A5,0.0,0.0,0
ENSG00000139579.12,NABP2,0.0,0.0,0
ENSG00000181852.17,RNF41,0.0,0.0,0
ENSG00000139613.11,SMARCC2,0.0,0.0,0
ENSG00000258199.1,RP11-977G19.5,0.0,0.0,0
ENSG00000092841.18,MYL6,0.0,0.0,0
ENSG00000196465.10,MYL6B,0.0,0.0,0
ENSG00000257809.1,RP11-603J24.14,0.0,0.0,0
ENSG00000258317.1,RP11-603J24.5,0.0,0.0,0
ENSG00000139641.12,ESYT1,0.0,0.0,0
ENSG00000135482.6,ZC3H10,0.0,0.0,0
ENSG00000229117.8,RPL41,0.0,0.0,0
ENSG00000257553.1,RP11-603J24.17,0.0,0.0,0
ENSG00000170515.13,PA2G4,0.0,0.0,0
ENSG00000065361.14,ERBB3,0.0,0.0,0
ENSG00000139629.15,GALNT6,0.0,0.0,0
ENSG00000170545.16,SMAGP,0.0,0.0,0
ENSG00000123095.5,BHLHE41,0.0,0.0,0
ENSG00000139133.6,ALG10,0.0,0.0011080208,1
ENSG00000188906.14,LRRK2,0.0,0.0,0
ENSG00000151229.12,SLC2A13,0.0,0.0,0
ENSG00000173208.3,ABCD2,0.0,0.0,0
ENSG00000139116.18,KIF21A,0.0,0.0,0
ENSG00000139117.13,CPNE8,0.0,0.0,0
ENSG00000175548.8,ALG10B,0.0,0.0,0
ENSG00000245482.2,RP11-847H18.2,0.0,0.0011029448,1
ENSG00000275854.1,RP11-278C7.5,0.0,0.0,0
ENSG00000151743.10,AMN1,0.0,0.0,0
ENSG00000139131.12,YARS2,0.0,0.0,0
ENSG00000257511.1,RP11-278C7.1,0.0,0.0,0
ENSG00000087470.17,DNM1L,0.0,0.0,0
ENSG00000139132.14,FGD4,0.0,0.0,0
ENSG00000151746.13,BICD1,0.0,0.0,0
ENSG00000257530.1,RP11-843B15.2,0.0,0.0,0
ENSG00000174718.11,KIAA1551,0.0,0.0,0
ENSG00000018236.14,CNTN1,0.0,0.0,0
ENSG00000165966.14,PDZRN4,0.0,0.0,0
ENSG00000151233.10,GXYLT1,0.0,0.0,0
ENSG00000015153.14,YAF2,0.0,0.0,0
ENSG00000111371.15,SLC38A1,0.0,0.0,0
ENSG00000139218.17,SCAF11,0.0,0.0,0
ENSG00000189079.15,ARID2,0.0,0.0,0
ENSG00000177119.15,ANO6,0.0,0.0,0
ENSG00000134297.6,PLEKHA8P1,0.0,0.0,0
ENSG00000184613.10,NELL2,0.0,0.0005986854,1
ENSG00000139173.9,TMEM117,0.0,0.0,0
ENSG00000151239.13,TWF1,0.0,0.0,0
ENSG00000198001.13,IRAK4,0.0,0.0,0
ENSG00000129317.14,PUS7L,0.0,0.0,0
ENSG00000257225.1,RP11-328C8.4,0.0,0.0,0
ENSG00000139174.11,PRICKLE1,0.0,0.0008395744,1
ENSG00000257376.1,RP11-328C8.2,0.0,0.0,0
ENSG00000139168.7,ZCRB1,0.0,0.0,0
ENSG00000134283.17,PPHLN1,0.0,0.0,0
ENSG00000242314.1,RPL12P32,0.0,2.3673549e-05,1
ENSG00000139160.13,ETFBKMT,0.0,0.0,0
ENSG00000183283.15,DAZAP2,0.0,0.0,0
ENSG00000256625.1,RP11-582E3.4,0.0,0.0,0
ENSG00000174236.3,REP15,0.0,0.0,0
ENSG00000256377.5,RP11-1060J15.4,0.0,0.0,0
ENSG00000256056.1,RP11-709A23.2,0.0,0.0003363079,1
ENSG00000110841.13,PPFIBP1,0.0,0.0,0
ENSG00000165935.9,SMCO2,0.0,0.0,0
ENSG00000029153.14,ARNTL2,0.0,0.0,0
ENSG00000211455.7,STK38L,0.0,0.0,0
ENSG00000214700.5,C12orf71,0.0,0.00030981173,1
ENSG00000225349.2,RP11-820K3.2,0.0,0.0,0
ENSG00000152944.8,MED21,0.0,0.0006440171,1
ENSG00000064115.10,TM7SF3,0.0,0.0,0
ENSG00000111790.13,FGFR1OP2,0.0,0.0,0
ENSG00000064102.14,INTS13,0.0,0.0,0
ENSG00000123104.11,ITPR2,0.0,0.0,0
ENSG00000255750.5,RP11-283G6.5,0.0,0.0,0
ENSG00000123096.11,SSPN,0.0,0.0,0
ENSG00000061794.12,MRPS35,0.0,0.0,0
ENSG00000205693.3,MANSC4,0.0,0.0,0
ENSG00000256747.1,RP11-860B13.1,0.0,0.0,0
ENSG00000087448.9,KLHL42,0.0,0.0,0
ENSG00000170456.15,DENND5B,0.0,0.0,0
ENSG00000256176.1,RP11-627K11.3,0.0,0.0,0
ENSG00000243517.1,RP11-627K11.1,0.0,0.0,0
ENSG00000013573.16,DDX11,0.0,0.0,0
ENSG00000110900.14,TSPAN11,0.0,0.0,0
ENSG00000110888.17,CAPRIN2,0.0,0.0,0
ENSG00000133704.9,IPO8,0.0,0.0,0
ENSG00000133687.15,TMTC1,0.0,0.0,0
ENSG00000187950.8,OVCH1,0.0,0.0,0
ENSG00000087502.17,ERGIC2,0.0,0.0,0
ENSG00000273680.1,RP11-996F15.6,0.0,0.0003690521,1
ENSG00000064763.10,FAR2,0.0,0.0,0
ENSG00000123106.10,CCDC91,0.0,0.0,0
ENSG00000257042.1,RP11-993B23.3,0.0,0.0,0
ENSG00000087494.15,PTHLH,0.0,0.0,0
ENSG00000134294.13,SLC38A2,0.0,0.0,0
ENSG00000139209.15,SLC38A4,0.0,0.00029457372,1
ENSG00000139211.6,AMIGO2,0.0,0.0,0
ENSG00000257243.1,RP11-133N21.7,0.0,0.0,0
ENSG00000110881.11,ASIC1,0.0,0.0,0
ENSG00000161800.12,RACGAP1,0.0,0.0,0
ENSG00000161798.6,AQP5,0.0,0.0,0
ENSG00000186666.5,BCDIN3D,0.0,0.0,0
ENSG00000258057.5,BCDIN3D-AS1,0.0,0.0006724438,1
ENSG00000167566.16,NCKAP5L,0.0,0.0,0
ENSG00000161791.13,FMNL3,0.0,0.0,0
ENSG00000135436.8,FAM186B,0.0,0.0,0
ENSG00000179715.12,PCED1B,0.0,0.0,0
ENSG00000110844.13,PRPF40B,0.0,0.0,0
ENSG00000187778.13,MCRS1,0.0,0.0,0
ENSG00000135519.6,KCNH3,0.0,0.0,0
ENSG00000257954.1,RP11-161H23.10,0.0,0.0,0
ENSG00000123352.17,SPATS2,0.0,0.0,0
ENSG00000178401.14,DNAJC22,0.0,0.0,0
ENSG00000135451.12,TROAP,0.0,0.0,0
ENSG00000066117.14,SMARCD1,0.0,0.0,0
ENSG00000167588.12,GPD1,0.0,0.0,0
ENSG00000178449.8,COX14,0.0,0.0,0
ENSG00000272368.2,RP4-605O3.4,0.0,0.0,0
ENSG00000184271.16,POU6F1,0.0,0.0,0
ENSG00000257246.1,PHBP19,0.0,0.0,0
ENSG00000135457.9,TFCP2,0.0,0.0,0
ENSG00000110925.6,CSRNP2,0.0,0.0,0
ENSG00000050426.15,LETMD1,0.0,0.0,0
ENSG00000110911.14,SLC11A2,0.0,0.0,0
ENSG00000274797.1,RP11-407N8.5,0.0,0.0,0
ENSG00000214511.3,HIGD1C,0.0,0.0,0
ENSG00000185432.11,METTL7A,0.0,0.0,0
ENSG00000123268.8,ATF1,0.0,0.0,0
ENSG00000066084.12,DIP2B,0.0,0.0,0
ENSG00000161813.21,LARP4,0.0,0.0010252631,1
ENSG00000185958.9,FAM186A,0.0,0.0,0
ENSG00000050405.13,LIMA1,0.0,0.0,0
ENSG00000139624.12,CERS5,0.0,0.0,0
ENSG00000258334.1,RP11-161H23.9,0.0,0.0,0
ENSG00000258232.2,RP11-161H23.5,0.0,0.0,0
ENSG00000167553.15,TUBA1C,0.0,0.0,0
ENSG00000221491.2,SNORA2C,0.0,0.0,0
ENSG00000167528.12,ZNF641,0.0,0.0,0
ENSG00000172640.3,OR10AD1,0.0,0.0,0
ENSG00000177981.10,ASB8,0.0,0.0,0
ENSG00000152556.15,PFKM,0.0,0.00063001626,1
ENSG00000226138.4,RP1-228P16.7,0.0,0.0,0
ENSG00000079387.13,SENP1,0.0,0.0,0
ENSG00000139219.17,COL2A1,0.0,0.0,0
ENSG00000134291.11,TMEM106C,0.0,0.0,0
ENSG00000111424.10,VDR,0.0,0.0,0
ENSG00000268069.2,RP5-1057I20.4,0.0,0.0,0
ENSG00000061273.17,HDAC7,0.0,0.0,0
ENSG00000079337.15,RAPGEF3,0.0,0.0,0
ENSG00000257433.5,RP1-197B17.3,0.0,0.0,0
ENSG00000005175.9,RPAP3,0.0,0.0,0
ENSG00000258352.1,RP11-23J18.1,0.0,0.0,0
ENSG00000139620.12,KANSL2,0.0,0.0,0
ENSG00000281842.2,MIR1291,0.0,0.0,0
ENSG00000167552.13,TUBA1A,0.0,0.0,0
ENSG00000206612.1,SNORA2A,0.0,0.00033770388,1
ENSG00000258017.1,RP11-386G11.10,0.0,0.0,0
ENSG00000123416.15,TUBA1B,0.0,0.0,0
ENSG00000167550.10,RHEBL1,0.0,0.0,0
ENSG00000167548.14,KMT2D,0.0,0.0,0
ENSG00000181929.11,PRKAG1,0.0,0.0,0
ENSG00000134287.9,ARF3,0.0,0.0,0
ENSG00000134285.10,FKBP11,0.0,0.0,0
ENSG00000139537.10,CCDC65,0.0,0.0,0
ENSG00000239617.1,RP11-302B13.1,0.0,0.0,0
ENSG00000172602.9,RND1,0.0,0.0,0
ENSG00000174243.9,DDX23,0.0,0.0,0
ENSG00000167535.7,CACNB3,0.0,0.0,0
ENSG00000174233.11,ADCY6,0.0,0.0,0
ENSG00000129315.10,CCNT1,0.0,0.0,0
ENSG00000207313.1,SNORA2B,0.0,0.0,0
ENSG00000176842.14,IRX5,0.0,0.0,0
ENSG00000103051.18,COG4,0.0,0.0,0
ENSG00000087245.12,MMP2,0.0,0.0,0
ENSG00000125967.16,NECAB3,0.0,0.0,0
ENSG00000125970.11,RALY,0.0,0.0,0
ENSG00000101421.3,CHMP4B,0.0,0.0,0
ENSG00000230837.1,RPL31P2,0.0,0.0,0
ENSG00000131061.13,ZNF341,0.0,0.0,0
ENSG00000101417.11,PXMP4,0.0,0.0,0
ENSG00000101412.12,E2F1,0.0,0.0,0
ENSG00000149609.5,C20orf144,0.0,0.0,0
ENSG00000101400.5,SNTA1,0.0,0.0,0
ENSG00000149600.11,COMMD7,0.0,0.0,0
ENSG00000101391.20,CDK5RAP1,0.0,0.0,0
ENSG00000125999.10,BPIFB1,0.0,0.0,0
ENSG00000198183.11,BPIFA1,0.0,0.0,0
ENSG00000131050.10,BPIFA2,0.0,0.0,0
ENSG00000078898.6,BPIFB2,0.0,0.0,0
ENSG00000215529.12,EFCAB8,0.0,0.0,0
ENSG00000101367.8,MAPRE1,0.0,0.0,0
ENSG00000125977.6,EIF2S2,0.0,0.0,0
ENSG00000250917.1,RP4-785G19.5,0.0,0.0,0
ENSG00000236456.1,RP4-785G19.2,0.0,0.00015002368,1
ENSG00000101444.12,AHCY,0.0,0.0,0
ENSG00000100991.11,TRPC4AP,0.0,0.0,0
ENSG00000207635.1,MIR499A,0.0,0.0,0
ENSG00000078814.15,MYH7B,0.0,0.0,0
ENSG00000100983.9,GSS,0.0,0.0,0
ENSG00000131069.19,ACSS2,0.0,0.0,0
ENSG00000078804.12,TP53INP2,0.0,0.0,0
ENSG00000198646.13,NCOA6,0.0,0.0,0
ENSG00000101464.10,PIGU,0.0,0.0,0
ENSG00000101460.12,MAP1LC3A,0.0,0.0,0
ENSG00000125971.16,DYNLRB1,0.0,0.0,0
ENSG00000277558.1,RP3-468O1.6,0.0,0.0,0
ENSG00000181741.7,FDX1P1,0.0,0.0,0
ENSG00000207997.1,MIR644A,0.0,0.0,0
ENSG00000234933.1,CDC42P1,0.0,0.0,0
ENSG00000078747.14,ITCH,0.0,0.0,0
ENSG00000088305.18,DNMT3B,0.0,0.0,0
ENSG00000175730.8,BAK1P1,0.0,0.0,0
ENSG00000197586.12,ENTPD6,0.0,0.0,0
ENSG00000284419.1,MIR663A,0.0,0.0,0
ENSG00000101294.16,HM13,0.0,0.0,0
ENSG00000088320.3,REM1,0.0,0.0,0
ENSG00000149531.15,FRG1BP,0.0,0.0,0
ENSG00000282995.1,FRG1EP,0.0,0.0,0
ENSG00000282842.1,FRG2EP,0.0,7.852076e-05,1
ENSG00000282870.1,FRG1DP,0.0,0.0,0
ENSG00000282826.1,FRG1CP,0.0,0.0,0
ENSG00000226465.1,RP13-401N8.1,0.0,0.0,0
ENSG00000236772.1,RP5-1184F4.5,0.0,0.0,0
ENSG00000130684.13,ZNF337,0.0,0.0,0
ENSG00000213742.6,ZNF337-AS1,0.0,0.0,0
ENSG00000170191.4,NANP,0.0,0.0,0
ENSG00000101004.14,NINL,0.0,0.0,0
ENSG00000101003.9,GINS1,0.0,0.0,0
ENSG00000227379.2,PPIAP2,0.0,0.0,0
ENSG00000100997.18,ABHD12,0.0,0.0,0
ENSG00000101898.5,MCTS2P,0.0,0.0,0
ENSG00000125968.8,ID1,0.0,0.0,0
ENSG00000131055.4,COX4I2,0.0,0.0,0
ENSG00000171552.12,BCL2L1,0.0,0.0,0
ENSG00000197183.14,NOL4L,0.0,0.0,0
ENSG00000171456.16,ASXL1,0.0,0.0,0
ENSG00000101350.7,KIF3B,0.0,0.0,0
ENSG00000101346.13,POFUT1,0.0,0.0,0
ENSG00000126003.6,PLAGL2,0.0,0.0,0
ENSG00000101337.15,TM9SF4,0.0,0.0,0
ENSG00000101336.13,HCK,0.0,0.0,0
ENSG00000226239.1,RP1-310O13.7,0.0,0.00027104674,1
ENSG00000101331.15,CCM2L,0.0,0.0,0
ENSG00000088356.5,PDRG1,0.0,0.0,0
ENSG00000131044.16,TTLL9,0.0,0.0,0
ENSG00000179772.7,FOXS1,0.0,0.0,0
ENSG00000101306.10,MYLK2,0.0,0.0,0
ENSG00000088325.15,TPX2,0.0,0.0,0
ENSG00000281376.1,ABALON,0.0,0.0,0
ENSG00000088298.12,EDEM2,0.0,0.0,0
ENSG00000101000.5,PROCR,0.0,0.0,0
ENSG00000278367.1,RP11-42O4.2,0.0,0.0,0
ENSG00000235408.5,SNORA71B,0.0,0.0,0
ENSG00000101442.9,ACTR5,0.0,0.00022317035,1
ENSG00000124143.10,ARHGAP40,0.0,2.4899744e-05,1
ENSG00000199266.1,SNORA60,0.0,0.0,0
ENSG00000274309.1,SNORA71E,0.0,0.0,0
ENSG00000200354.1,SNORA71D,0.0,0.0004488835,2
ENSG00000201512.1,SNORA71C,0.0,0.0,0
ENSG00000225091.3,SNORA71A,0.0,0.0,0
ENSG00000129988.5,LBP,0.0,0.0,0
ENSG00000229230.3,MT1P3,0.0,0.0003295482,1
