Name,Description,final_model_importance,mean_outer_fold_importance,outer_folds_used
ENSG00000242692.1,RPS27AP1,0.0,0.0,0
ENSG00000007237.18,GAS7,0.0,0.0,0
ENSG00000166596.14,CFAP52,0.0,0.0,0
ENSG00000170310.14,STX8,0.0,0.0,0
ENSG00000065320.8,NTN1,0.0,0.0,0
ENSG00000141506.13,PIK3R5,0.0,0.0,0
ENSG00000276231.4,PIK3R6,0.0,0.0,0
ENSG00000185156.5,MFSD6L,0.0,0.0,0
ENSG00000244604.1,RP11-713H12.1,0.0,0.0,0
ENSG00000270606.1,RP11-713H12.2,0.0,0.0,0
ENSG00000133026.12,MYH10,0.0,0.00028485278,1
ENSG00000166579.15,NDEL1,0.0,0.0,0
ENSG00000161970.12,RPL26,0.0,0.0,0
ENSG00000108559.11,NUP88,0.0,0.0,0
ENSG00000029725.16,RABEP1,0.0,0.0,0
ENSG00000161929.14,SCIMP,0.0,0.0,0
ENSG00000141252.19,VPS53,0.0,0.0,0
ENSG00000177370.4,TIMM22,0.0,0.0,0
ENSG00000167693.16,NXN,0.0,0.0,0
ENSG00000171861.10,MRM3,0.0,0.0,0
ENSG00000167699.13,GLOD4,0.0,0.0,0
ENSG00000179409.10,GEMIN4,0.0,0.0,0
ENSG00000167695.14,FAM57A,0.0,0.0,0
ENSG00000244097.1,RPS4XP17,0.0,0.0,0
ENSG00000183688.4,RFLNB,0.0,0.0,0
ENSG00000262533.1,RP11-667K14.4,0.0,0.0,0
ENSG00000187624.8,C17orf97,0.0,0.0,0
ENSG00000241525.4,AC108004.3,0.0,0.0,0
ENSG00000262061.5,RP11-1260E13.4,0.0,0.0,0
ENSG00000181031.15,RPH3AL,0.0,0.0,0
ENSG00000272636.3,DOC2B,0.0,0.0,0
ENSG00000280279.1,RP11-1228E12.1,0.0,0.0024198382,2
ENSG00000261172.1,RP11-356C4.5,0.0,0.0,0
ENSG00000159842.14,ABR,0.0,0.0,0
ENSG00000108953.16,YWHAE,0.0,0.0,0
ENSG00000167193.7,CRK,0.0,0.0,0
ENSG00000197879.14,MYO1C,0.0,0.00013592537,1
ENSG00000108963.17,DPH1,0.0,0.0,0
ENSG00000108958.4,AC016292.3,0.0,0.0,0
ENSG00000132383.11,RPA1,0.0,0.0,0
ENSG00000186532.11,SMYD4,0.0,0.0,0
ENSG00000132386.10,SERPINF1,0.0,1.2886775e-07,1
ENSG00000167711.13,SERPINF2,0.0,0.0,0
ENSG00000262791.1,RP11-961A15.1,0.0,0.0,0
ENSG00000186594.14,MIR22HG,0.0,0.0,0
ENSG00000185561.9,TLCD2,0.0,0.0,0
ENSG00000174231.16,PRPF8,0.0,0.0,0
ENSG00000167705.11,RILP,0.0,0.0,0
ENSG00000074660.15,SCARF1,0.0,0.0,0
ENSG00000167703.14,SLC43A2,0.0,0.0,0
ENSG00000174238.14,PITPNA,0.0,0.0,0
ENSG00000132376.19,INPP5K,0.0,0.00014580463,1
ENSG00000222019.7,URAHP,0.0,0.0,0
ENSG00000221819.5,GAS8-AS1,0.0,0.0,0
ENSG00000141013.16,GAS8,0.0,0.00010857025,1
ENSG00000178773.14,CPNE7,0.0,0.0,0
ENSG00000167526.13,RPL13,0.0,7.0081485e-05,1
ENSG00000197912.14,SPG7,0.0,0.0,0
ENSG00000261253.2,AC137932.6,0.0,0.0,0
ENSG00000167522.14,ANKRD11,0.0,0.0,0
ENSG00000260659.1,RP11-46C24.6,0.0,0.0,0
ENSG00000170100.13,ZNF778,0.0,0.0,0
ENSG00000259803.6,SLC22A31,0.0,0.0,0
ENSG00000129910.7,CDH15,0.0,0.0,0
ENSG00000261546.1,CTD-2555A7.3,0.0,0.0,0
ENSG00000176715.15,ACSF3,0.0,0.0,0
ENSG00000129993.14,CBFA2T3,0.0,0.0002526673,1
ENSG00000167515.10,TRAPPC2L,0.0,0.0,0
ENSG00000141012.12,GALNS,0.0,8.753086e-05,1
ENSG00000198931.10,APRT,0.0,0.0,0
ENSG00000167513.8,CDT1,0.0,0.0,0
ENSG00000200084.1,SNORD68,0.0,0.0,0
ENSG00000015413.9,DPEP1,0.0,0.00038281656,2
ENSG00000003249.13,DBNDD1,0.0,0.0,0
ENSG00000131165.14,CHMP1A,0.0,0.0,0
ENSG00000223959.8,AFG3L1P,0.0,0.0,0
ENSG00000140995.16,DEF8,0.0,0.0,0
ENSG00000258947.6,TUBB3,0.0,0.0,0
ENSG00000259006.1,RP11-566K11.4,0.0,0.0,0
ENSG00000258839.3,MC1R,0.0,0.0,0
ENSG00000141002.19,TCF25,0.0,0.0,0
ENSG00000204991.10,SPIRE2,0.0,0.0,0
ENSG00000187741.14,FANCA,0.0,0.0,0
ENSG00000158805.11,ZNF276,0.0,0.0,0
ENSG00000261373.1,VPS9D1-AS1,0.0,0.0,0
ENSG00000075399.13,VPS9D1,0.0,2.2480268e-05,1
ENSG00000158792.15,SPATA2L,0.0,9.518316e-05,1
ENSG00000260259.1,LINC02166,0.0,0.0,0
ENSG00000185324.21,CDK10,0.0,0.0,0
ENSG00000167523.13,SPATA33,0.0,0.0,0
ENSG00000262664.2,OVCA2,0.0,0.0,0
ENSG00000177374.12,HIC1,0.0,0.0,0
ENSG00000261879.5,RP11-333E1.1,0.0,0.0,0
ENSG00000161920.9,MED11,0.0,0.0,0
ENSG00000142507.9,PSMB6,0.0,0.0,0
ENSG00000182327.7,GLTPD2,0.0,0.0,0
ENSG00000182853.11,VMO1,0.0,0.0,0
ENSG00000142484.6,TM4SF5,0.0,0.0,0
ENSG00000141497.13,ZMYND15,0.0,0.0,0
ENSG00000161921.14,CXCL16,0.0,0.0,0
ENSG00000261898.2,RP11-314A20.5,0.0,0.0,0
ENSG00000141480.17,ARRB2,0.0,0.0,0
ENSG00000070366.13,SMG6,0.0,0.0,0
ENSG00000213939.4,RP11-314A20.1,0.0,0.0,0
ENSG00000141456.14,PELP1,0.0,0.0,0
ENSG00000161905.12,ALOX15,0.0,0.0,0
ENSG00000188176.11,SMTNL2,0.0,0.0,0
ENSG00000167741.10,GGT6,0.0,7.8836765e-06,1
ENSG00000132382.14,MYBBP1A,0.0,0.0,0
ENSG00000183018.8,SPNS2,0.0,0.0,0
ENSG00000129219.13,PLD2,0.0,0.0,0
ENSG00000141503.15,MINK1,0.0,0.0,0
ENSG00000108556.7,CHRNE,0.0,0.0,0
ENSG00000205710.3,C17orf107,0.0,0.0,0
ENSG00000180626.9,ZNF594,0.0,0.0,0
ENSG00000167840.13,ZNF232,0.0,0.0,0
ENSG00000180787.5,ZFP3,0.0,0.0,0
ENSG00000132517.14,SLC52A1,0.0,0.0,0
ENSG00000129250.11,KIF1C,0.0,0.0,0
ENSG00000196388.8,INCA1,0.0,0.0,0
ENSG00000262678.1,RP5-1050D4.4,0.0,0.0,0
ENSG00000262429.1,RP5-1050D4.3,0.0,0.0,0
ENSG00000108509.20,CAMTA2,0.0,0.0,0
ENSG00000091640.7,SPAG7,0.0,0.0,0
ENSG00000108515.17,ENO3,0.0,0.0,0
ENSG00000108518.7,PFN1,0.0,0.0,0
ENSG00000108523.15,RNF167,0.0,0.0,0
ENSG00000108528.13,SLC25A11,0.0,0.0,0
ENSG00000185245.7,GP1BA,0.0,0.0,0
ENSG00000182557.7,SPNS3,0.0,0.0,0
ENSG00000261868.1,MFSD1P1,0.0,0.0,0
ENSG00000132388.12,UBE2G1,0.0,0.0,0
ENSG00000197417.7,SHPK,0.0,0.0,0
ENSG00000167723.14,TRPV3,0.0,0.0,0
ENSG00000108381.10,ASPA,0.0,0.0,0
ENSG00000262884.1,CTD-3060P21.1,0.0,0.0,0
ENSG00000132359.14,RAP1GAP2,0.0,0.0,0
ENSG00000132361.16,CLUH,0.0,0.0,0
ENSG00000007168.12,PAFAH1B1,0.0,0.0004678748,1
ENSG00000127804.12,METTL16,0.0,0.0,0
ENSG00000070444.14,MNT,0.0,0.0,0
ENSG00000263345.1,RP1-59D14.5,0.0,0.0,0
ENSG00000212163.5,SNORD91A,0.0,0.0,0
ENSG00000275084.3,SNORD91B,0.0,0.0,0
ENSG00000167721.10,TSR1,0.0,0.0,0
ENSG00000262333.1,HNRNPA1P16,0.0,0.0,0
ENSG00000167720.12,SRR,0.0,0.0,0
ENSG00000262402.1,RP11-667K14.8,0.0,0.0,0
ENSG00000196689.11,TRPV1,0.0,0.0,0
ENSG00000262248.1,RP11-235E17.5,0.0,0.0,0
ENSG00000263219.1,RYKP1,0.0,0.0,0
ENSG00000040531.14,CTNS,0.0,0.0,0
ENSG00000185722.16,ANKFY1,0.0,0.0,0
ENSG00000167740.9,CYB5D2,0.0,0.0,0
ENSG00000074755.14,ZZEF1,0.0,0.0,0
ENSG00000074370.17,ATP2A3,0.0,0.0,0
ENSG00000108405.3,P2RX1,0.0,0.0,0
ENSG00000004660.14,CAMKK1,0.0,0.0,0
ENSG00000074356.16,NCBP3,0.0,0.0,0
ENSG00000262358.1,CTD-3195I5.4,0.0,0.00023746854,1
ENSG00000177602.5,GSG2,0.0,0.0,0
ENSG00000083457.11,ITGAE,0.0,0.0,0
ENSG00000083454.21,P2RX5,0.0,6.6349867e-06,1
ENSG00000127774.6,EMC6,0.0,0.0,0
ENSG00000240898.1,RP11-48B14.1,0.0,0.0,0
ENSG00000213977.7,TAX1BP3,0.0,0.0,0
ENSG00000262903.1,RP11-235E17.6,0.0,0.0,0
ENSG00000270553.1,RP11-15E18.5,0.0,0.0,0
ENSG00000141376.22,BCAS3,0.0,0.0,0
ENSG00000167604.13,NFKBID,0.0,0.0,0
ENSG00000197961.11,ZNF121,0.0,0.0,0
ENSG00000127452.8,FBXL12,0.0,0.0,0
ENSG00000267741.1,UBE2L4,0.0,0.0,0
ENSG00000196605.7,ZNF846,0.0,0.0,0
ENSG00000224689.9,ZNF812P,0.0,0.0,0
ENSG00000171466.9,ZNF562,0.0,0.0,0
ENSG00000267106.5,ZNF561-AS1,0.0,0.0,0
ENSG00000171469.10,ZNF561,0.0,0.0,0
ENSG00000130818.11,ZNF426,0.0,0.0,0
ENSG00000167785.8,ZNF558,0.0,0.0,0
ENSG00000174652.17,ZNF266,0.0,0.00040913938,2
ENSG00000188629.11,ZNF177,0.0,0.0,0
ENSG00000270614.1,CTC-325H20.7,0.0,0.0,0
ENSG00000270011.6,ZNF559-ZNF177,0.0,0.0,0
ENSG00000188321.13,ZNF559,0.0,0.0,0
ENSG00000196110.7,ZNF699,0.0,0.0,0
ENSG00000130803.14,ZNF317,0.0,0.0,0
ENSG00000267119.1,RPL10P15,0.0,0.0,0
ENSG00000198258.10,UBL5,0.0,0.0,0
ENSG00000127445.13,PIN1,0.0,0.0,0
ENSG00000105088.8,OLFM2,0.0,0.0,0
ENSG00000090339.8,ICAM1,0.0,0.0,0
ENSG00000266978.1,CTD-2369P2.5,0.0,0.0,0
ENSG00000105364.13,MRPL4,0.0,0.0,0
ENSG00000267534.2,S1PR2,0.0,0.0,0
ENSG00000130816.14,DNMT1,0.0,0.0,0
ENSG00000130811.11,EIF3G,0.0,0.0,0
ENSG00000244165.1,P2RY11,0.0,0.0,0
ENSG00000209645.1,SNORD105,0.0,0.0,0
ENSG00000130810.19,PPAN,0.0,0.0,0
ENSG00000130812.10,ANGPTL6,0.0,0.0,0
ENSG00000267387.1,CTD-2240E14.4,0.0,0.0,0
ENSG00000130813.17,C19orf66,0.0,0.0,0
ENSG00000167798.17,C3P1,0.0,0.0,0
ENSG00000267650.1,CTD-2553C6.1,0.0,0.0,0
ENSG00000080573.6,COL5A3,0.0,0.0,0
ENSG00000181143.15,MUC16,0.0,0.0,0
ENSG00000142303.13,ADAMTS10,0.0,0.0,0
ENSG00000104880.17,ARHGEF18,0.0,0.0,0
ENSG00000181029.8,TRAPPC5,0.0,0.0,0
ENSG00000268120.1,CTD-3193O13.11,0.0,0.0,0
ENSG00000183248.11,PRR36,0.0,0.0,0
ENSG00000142459.8,EVI5L,0.0,0.0,0
ENSG00000104938.16,CLEC4M,0.0,0.0,0
ENSG00000090659.17,CD209,0.0,0.0,0
ENSG00000182566.13,CLEC4G,0.0,0.0,0
ENSG00000104921.14,FCER2,0.0,0.0,0
ENSG00000183019.7,MCEMP1,0.0,0.0,0
ENSG00000142347.16,MYO1F,0.0,0.0,0
ENSG00000104918.7,RETN,0.0,0.0,0
ENSG00000076944.15,STXBP2,0.0,0.0,0
ENSG00000174788.9,PCP2,0.0,0.0,0
ENSG00000229833.9,PET100,0.0,0.004130087,2
ENSG00000032444.15,PNPLA6,0.0,0.0,0
ENSG00000090674.15,MCOLN1,0.0,0.0,0
ENSG00000269371.1,CTD-2207O23.11,0.0,0.0,0
ENSG00000171017.10,LRRC8E,0.0,0.0,0
ENSG00000214248.2,CTD-3193O13.12,0.0,0.0,0
ENSG00000076984.17,MAP2K7,0.0,0.0,0
ENSG00000104976.11,SNAPC2,0.0,0.0,0
ENSG00000133250.13,ZNF414,0.0,0.0,0
ENSG00000133246.11,PRAM1,0.0,0.0,0
ENSG00000099783.11,HNRNPM,0.0,0.0,0
ENSG00000279827.1,RP11-886P16.10,0.0,0.0005035517,2
ENSG00000099785.10,2-Mar,0.0,0.0,0
ENSG00000185236.11,RAB11B,0.0,0.0,0
ENSG00000167772.11,ANGPTL4,0.0,0.0002408333,1
ENSG00000186994.11,KANK3,0.0,0.0,0
ENSG00000233927.4,RPS28,0.0,0.0001431893,1
ENSG00000267855.5,NDUFA7,0.0,0.00036838514,1
ENSG00000167775.10,CD320,0.0,0.0,0
ENSG00000090661.11,CERS4,0.0,0.0011354926,1
ENSG00000142449.12,FBN3,0.0,0.0,0
ENSG00000066044.14,ELAVL1,0.0,0.0,0
ENSG00000104980.7,TIMM44,0.0,0.00036118485,1
ENSG00000267607.1,CTD-2369P2.8,0.0,0.0,0
ENSG00000105371.8,ICAM4,0.0,0.0,0
ENSG00000105376.4,ICAM5,0.0,0.0,0
ENSG00000267343.2,ZNF833P,0.0,0.0,0
ENSG00000196757.7,ZNF700,0.0,0.0,0
ENSG00000198429.9,ZNF69,0.0,0.0,0
ENSG00000171291.8,ZNF439,0.0,0.0,0
ENSG00000171295.12,ZNF440,0.0,0.0,0
ENSG00000177599.12,ZNF491,0.0,0.0,0
ENSG00000197044.10,ZNF441,0.0,0.0,0
ENSG00000197933.12,ZNF823,0.0,0.0,0
ENSG00000214223.4,HNRNPA1P10,0.0,0.0,0
ENSG00000267673.6,FDX2,0.0,0.0,0
ENSG00000102575.10,ACP5,0.0,0.0,0
ENSG00000198551.9,ZNF627,0.0,0.0,0
ENSG00000130165.10,ELOF1,0.0,0.0,0
ENSG00000130176.7,CNN1,0.0,0.0,0
ENSG00000213303.3,CTC-398G3.2,0.0,0.0,0
ENSG00000130159.13,ECSIT,0.0,0.0017865418,2
ENSG00000161914.9,ZNF653,0.0,0.0,0
ENSG00000197054.11,ZNF763,0.0,0.0,0
ENSG00000219665.8,CTD-2006C1.2,0.0,0.0,0
ENSG00000197647.11,ZNF433,0.0,0.0,0
ENSG00000257446.3,ZNF878,0.0,0.0,0
ENSG00000249709.7,ZNF564,0.0,0.0,0
ENSG00000235686.1,PPIAP20,0.0,0.0,0
ENSG00000242852.6,ZNF709,0.0,0.0,0
ENSG00000180855.15,ZNF443,0.0,0.0,0
ENSG00000196466.10,ZNF799,0.0,0.0,0
ENSG00000198342.9,ZNF442,0.0,0.0,0
ENSG00000188868.13,ZNF563,0.0,0.0,0
ENSG00000234750.1,CTD-2666L21.2,0.0,0.0,0
ENSG00000197857.13,ZNF44,0.0,0.0,0
ENSG00000196646.11,ZNF136,0.0,0.0,0
ENSG00000257591.5,ZNF625,0.0,0.0,0
ENSG00000242615.1,CTC-359D24.3,0.0,0.0,0
ENSG00000132010.15,ZNF20,0.0,0.0,0
ENSG00000214189.8,ZNF788,0.0,0.000494589,1
ENSG00000223547.9,ZNF844,0.0,0.0,0
ENSG00000130175.9,PRKCSH,0.0,0.0,0
ENSG00000198003.11,CCDC151,0.0,0.0,0
ENSG00000205517.12,RGL3,0.0,0.0,0
ENSG00000099203.6,TMED1,0.0,0.0,0
ENSG00000213339.8,QTRT1,0.0,0.0,0
ENSG00000129351.17,ILF3,0.0,0.0,0
ENSG00000129353.14,SLC44A2,0.0,5.681054e-06,1
ENSG00000129354.11,AP1M2,0.0,0.0,0
ENSG00000129355.6,CDKN2D,0.0,0.0026119784,3
ENSG00000129347.19,KRI1,0.0,0.0,0
ENSG00000130734.9,ATG4D,0.0,0.0,0
ENSG00000079999.13,KEAP1,0.0,0.0,0
ENSG00000065989.15,PDE4A,0.0,0.0,0
ENSG00000284268.1,MIR1181,0.0,0.0,0
ENSG00000105401.8,CDC37,0.0,0.0,0
ENSG00000105397.13,TYK2,0.0,0.0,0
ENSG00000076662.9,ICAM3,0.0,0.0,0
ENSG00000274425.1,AC114271.2,0.0,0.0,0
ENSG00000161847.13,RAVER1,0.0,0.0,0
ENSG00000079805.16,DNM2,0.0,0.0,0
ENSG00000214212.8,C19orf38,0.0,0.0,0
ENSG00000187266.13,EPOR,0.0,0.0,0
ENSG00000142453.11,CARM1,0.0,0.0,0
ENSG00000173928.2,SWSAP1,0.0,0.0,0
ENSG00000267277.1,CTD-2342J14.6,0.0,0.0,0
ENSG00000105520.10,PLPPR2,0.0,0.0,0
ENSG00000183401.11,CCDC159,0.0,0.0,0
ENSG00000105518.13,TMEM205,0.0,0.0,0
ENSG00000105514.7,RAB3D,0.0,0.0,0
ENSG00000130173.13,ANGPTL8,0.0,0.0,0
ENSG00000130158.13,DOCK6,0.0,0.0,0
ENSG00000197256.10,KANK2,0.0,0.0,0
ENSG00000161888.11,SPC24,0.0,0.0,0
ENSG00000130164.13,LDLR,0.0,0.0,0
ENSG00000278643.1,uc_338,0.0,0.0,0
ENSG00000127616.17,SMARCA4,0.0,0.0,0
ENSG00000142444.6,TIMM29,0.0,0.0,0
ENSG00000130733.10,YIPF2,0.0,0.0,0
ENSG00000198816.6,ZNF358,0.0,3.2753735e-05,1
ENSG00000171105.13,INSR,0.0,0.0,0
ENSG00000173875.13,ZNF791,0.0,0.0,0
ENSG00000186300.11,ZNF555,0.0,0.0,0
ENSG00000088256.8,GNA11,0.0,0.0,0
ENSG00000104964.14,AES,0.0,0.0,0
ENSG00000065717.14,TLE2,0.0,0.0,0
ENSG00000104953.19,TLE6,0.0,0.0,0
ENSG00000175691.8,ZNF77,0.0,0.0,0
ENSG00000253392.2,AC006277.2,0.0,0.0,0
ENSG00000171970.12,ZNF57,0.0,0.0,0
ENSG00000172006.11,ZNF554,0.0,0.0,0
ENSG00000005206.16,SPPL2B,0.0,0.0,0
ENSG00000172009.14,THOP1,0.0,0.0,0
ENSG00000141873.10,SLC39A3,0.0,0.0013776416,1
ENSG00000267749.1,CTC-265F19.1,0.0,0.0,0
ENSG00000105694.3,ELOCP28,0.0,0.0,0
ENSG00000099860.8,GADD45B,0.0,0.0,0
ENSG00000176619.12,LMNB2,0.0,0.0,0
ENSG00000099800.7,TIMM13,0.0,0.0,0
ENSG00000267139.1,AC005262.3,0.0,0.0,0
ENSG00000267688.1,AC005262.2,0.0,0.0,0
ENSG00000060558.3,GNA15,0.0,0.0,0
ENSG00000125910.5,S1PR4,0.0,0.0,0
ENSG00000011132.11,APBA3,0.0,0.0,0
ENSG00000105289.14,TJP3,0.0,0.0,0
ENSG00000186111.9,PIP5K1C,0.0,0.0,0
ENSG00000105298.13,CACTIN,0.0,0.0,0
ENSG00000226800.5,CACTIN-AS1,0.0,0.0,0
ENSG00000006638.11,TBXA2R,0.0,0.0,0
ENSG00000179855.5,GIPC3,0.0,0.0,0
ENSG00000064961.18,HMG20B,0.0,0.0,0
ENSG00000183397.5,C19orf71,0.0,0.0,0
ENSG00000161091.12,MFSD12,0.0,0.0,0
ENSG00000105325.13,FZR1,0.0,0.0,0
ENSG00000129932.7,DOHH,0.0,0.0,0
ENSG00000095932.6,SMIM24,0.0,0.0,0
ENSG00000141905.17,NFIC,0.0,0.0,0
ENSG00000125912.10,NCLN,0.0,0.0,0
ENSG00000178297.12,TMPRSS9,0.0,0.0,0
ENSG00000130332.14,LSM7,0.0,0.0,0
ENSG00000130544.11,ZNF557,0.0,7.757828e-05,1
ENSG00000267317.2,CTB-25B13.12,0.0,0.0,0
ENSG00000130270.16,ATP8B3,0.0,0.0,0
ENSG00000071564.14,TCF3,0.0,0.0,0
ENSG00000127540.11,UQCR11,0.0,0.000214495,1
ENSG00000071655.17,MBD3,0.0,0.00030004556,1
ENSG00000181588.16,MEX3D,0.0,0.0,0
ENSG00000115255.10,REEP6,0.0,0.0,0
ENSG00000115257.15,PCSK4,0.0,0.0,0
ENSG00000115268.9,RPS15,0.0,0.0,0
ENSG00000220008.3,LINGO3,0.0,0.0,0
ENSG00000130005.12,GAMT,0.0,0.0,0
ENSG00000280486.1,LLNLR-307A6.1,0.0,0.0,0
ENSG00000115286.19,NDUFS7,0.0,0.00024559436,1
ENSG00000279488.1,AC004623.3,0.0,0.00057362736,1
ENSG00000160953.15,MUM1,0.0,0.0,0
ENSG00000228300.13,C19orf24,0.0,0.0,0
ENSG00000267493.3,CIRBP-AS1,0.0,0.0,0
ENSG00000079313.13,REXO1,0.0,0.0,0
ENSG00000129911.8,KLF16,0.0,0.0,0
ENSG00000129968.15,ABHD17A,0.0,0.0,0
ENSG00000227500.9,SCAMP4,0.0,0.0,0
ENSG00000104904.12,OAZ1,0.0,0.0,0
ENSG00000104899.7,AMH,0.0,1.2257393e-05,1
ENSG00000104897.9,SF3A2,0.0,0.0007848117,2
ENSG00000104886.11,PLEKHJ1,0.0,0.0,0
ENSG00000267122.1,AC004490.1,0.0,0.0,0
ENSG00000104885.17,DOT1L,0.0,0.0,0
ENSG00000065000.15,AP3D1,0.0,0.0,0
ENSG00000099840.13,IZUMO4,0.0,0.00065805146,1
ENSG00000172081.13,MOB3A,0.0,0.002454394,1
ENSG00000099875.14,MKNK2,0.0,0.0,0
ENSG00000267283.1,AC005306.3,0.0,0.0,0
ENSG00000133243.8,BTBD2,0.0,0.0,0
ENSG00000180846.8,CSNK1G2-AS1,0.0,0.0,0
ENSG00000133275.15,CSNK1G2,0.0,0.0,0
ENSG00000213638.5,ADAT3,0.0,0.0,0
ENSG00000183617.4,MRPL54,0.0,0.0,0
ENSG00000007264.14,MATK,0.0,0.00018135764,1
ENSG00000167657.13,DAPK3,0.0,0.0,0
ENSG00000266941.1,AC104532.3,0.0,0.0,0
ENSG00000130382.8,MLLT1,0.0,0.0,0
ENSG00000267589.1,CTC-232P5.4,0.0,0.0,0
ENSG00000087903.12,RFX2,0.0,0.0,0
ENSG00000031823.14,RANBP3,0.0,0.0,0
ENSG00000105519.15,CAPS,0.0,0.0,0
ENSG00000267571.1,AC104532.4,0.0,0.0,0
ENSG00000187650.3,VMAC,0.0,0.0,0
ENSG00000174886.12,NDUFA11,0.0,0.00057352544,1
ENSG00000283928.1,MIR637,0.0,0.0,0
ENSG00000171124.12,FUT3,0.0,0.0,0
ENSG00000156413.13,FUT6,0.0,0.0,0
ENSG00000171119.2,NRTN,0.0,0.0,0
ENSG00000141994.15,DUS3L,0.0,0.0,0
ENSG00000212123.3,PRR22,0.0,0.0,0
ENSG00000196365.11,LONP1,0.0,0.0,0
ENSG00000167733.13,HSD11B1L,0.0,0.0,0
ENSG00000125656.8,CLPP,0.0,0.0,0
ENSG00000125652.7,ALKBH7,0.0,0.0,0
ENSG00000125651.13,GTF2F1,0.0,0.0,0
ENSG00000088247.17,KHSRP,0.0,0.0,0
ENSG00000268845.1,RP11-1137G4.3,0.0,0.0,0
ENSG00000268758.7,ADGRE4P,0.0,0.0,0
ENSG00000174837.14,ADGRE1,0.0,0.0,0
ENSG00000141968.7,VAV1,0.0,0.0,0
ENSG00000125731.12,SH2D3A,0.0,0.0,0
ENSG00000125733.17,TRIP10,0.0,0.0,0
ENSG00000125734.15,GPR108,0.0,0.0,0
ENSG00000125730.16,C3,0.0,0.00020893342,1
ENSG00000125726.10,CD70,0.0,0.0,0
ENSG00000125657.4,TNFSF9,0.0,0.0,0
ENSG00000104833.11,TUBB4A,0.0,0.00021577944,1
ENSG00000275234.1,CTD-2396E7.11,0.0,0.0,0
ENSG00000205744.9,DENND1C,0.0,0.0,0
ENSG00000130545.15,CRB3,0.0,0.0,0
ENSG00000125648.14,SLC25A23,0.0,0.0,0
ENSG00000174917.8,C19orf70,0.0,0.0,0
ENSG00000160633.12,SAFB,0.0,0.0,0
ENSG00000130254.11,SAFB2,0.0,0.0,0
ENSG00000167671.11,UBXN6,0.0,0.0,0
ENSG00000267980.1,AC007292.6,0.0,0.0,0
ENSG00000141985.9,SH3GL1,0.0,0.0,0
ENSG00000269318.1,AC007292.3,0.0,0.0,0
ENSG00000008382.15,MPND,0.0,0.0,0
ENSG00000178078.11,STAP2,0.0,0.0,0
ENSG00000105255.10,FSD1,0.0,0.0,0
ENSG00000105248.15,CCDC94,0.0,0.0,0
ENSG00000105246.5,EBI3,0.0,0.00017609009,1
ENSG00000089847.12,ANKRD24,0.0,0.0,0
ENSG00000077463.14,SIRT6,0.0,0.0,0
ENSG00000060566.13,CREB3L3,0.0,0.0001964949,2
ENSG00000126934.13,MAP2K2,0.0,0.0,0
ENSG00000178951.8,ZBTB7A,0.0,5.887828e-05,1
ENSG00000105229.6,PIAS4,0.0,0.0,0
ENSG00000167658.15,EEF2,0.0,0.0,0
ENSG00000167670.15,CHAF1A,0.0,7.094045e-05,1
ENSG00000167674.14,CTB-50L17.10,0.0,0.0,0
ENSG00000233270.1,SNRPEP4,0.0,0.0,0
ENSG00000167676.4,PLIN4,0.0,0.0,0
ENSG00000239524.2,RPL32P34,0.0,0.0,0
ENSG00000105426.16,PTPRS,0.0,0.0,0
ENSG00000127663.14,KDM4B,0.0,0.0,0
ENSG00000276043.4,UHRF1,0.0,0.0,0
ENSG00000205784.2,ARRDC5,0.0,0.0,0
ENSG00000105355.8,PLIN3,0.0,0.0,0
ENSG00000127666.9,TICAM1,0.0,0.0,0
ENSG00000269604.1,AC005523.2,0.0,0.0,0
ENSG00000141965.4,FEM1A,0.0,0.0,0
ENSG00000176840.11,MIR7-3HG,0.0,0.0,0
ENSG00000205790.1,DPP9-AS1,0.0,0.0,0
ENSG00000142002.16,DPP9,0.0,0.0,0
ENSG00000074842.7,MYDGF,0.0,0.0,0
ENSG00000167680.15,SEMA6B,0.0,0.0,0
ENSG00000171236.9,LRG1,0.0,0.0,0
ENSG00000188033.9,ZNF490,0.0,0.0,0
ENSG00000178464.6,RPL10P16,0.0,0.0,0
ENSG00000224011.1,AC111155.1,0.0,0.0,0
ENSG00000105750.14,ZNF85,0.0,0.0,0
ENSG00000268731.1,CTD-2561J22.1,0.0,0.0,0
ENSG00000172687.13,ZNF738,0.0,0.0,0
ENSG00000182141.10,ZNF708,0.0,0.0,0
ENSG00000240522.1,RPL7AP10,0.0,0.0,0
ENSG00000196705.8,ZNF431,0.0,0.0,0
ENSG00000160352.15,ZNF714,0.0,0.0,0
ENSG00000118620.12,ZNF430,0.0,0.0,0
ENSG00000160229.11,ZNF66,0.0,0.0,0
ENSG00000184635.14,ZNF93,0.0,0.0,0
ENSG00000188171.15,ZNF626,0.0,0.0,0
ENSG00000237440.8,ZNF737,0.0,0.0,0
ENSG00000231205.11,ZNF826P,0.0,0.0,0
ENSG00000213985.4,AC078899.1,0.0,0.0,0
ENSG00000256229.7,ZNF486,0.0,0.0,0
ENSG00000224864.4,CTC-260E6.2,0.0,0.0,0
ENSG00000213988.10,ZNF90,0.0,0.0,0
ENSG00000213976.4,CTD-2561J22.2,0.0,0.0,0
ENSG00000196268.11,ZNF493,0.0,0.0,0
ENSG00000197013.9,ZNF429,0.0,0.0,0
ENSG00000268081.1,RP11-678G14.2,0.0,0.0,0
